"WO No.","Part Name","Part Drg No.","Req. Qty","Type","BOM Upload Dt","Design Eng","Approved By","Dwg Rls Dt"
"B591","B591-03-300-00-S-GUIDE FRONT-4_0 GAP","B591-03-300-00","1","","27-08-2021","SACHIN","Chandru","2021-08-27"
"B591","07-250-00-TENSIONER BRG SAPCER","B591-07-250-00","2","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","10-230-00-PINCH RUBBER ROLLER-VER5","B591-10-230-00","4","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","24-070-00-BOTTOM CYL SIDE PLATE-LH","B591-24-070-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","10-1050-00-JIG PLATE-3","B591-10-1050-00","2","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","05-340-R2-S-GUIDE-4.5MM AND 2.5MM_GAP FRONT","B591-05-340-R2","2","","14-04-2022","SACHIN","Chandru","2022-04-14"
"B591","10-780-00- NUT HSG","B591-10-780-00","2","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","05-590-00-PRESSING WHEEL MTG BRKT","B591-05-590-00","1","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","07-170-R1-LEAF SPRING","B591-07-170-R1","4","","08-10-2021","SACHIN","Chandru","2021-10-08"
"B591","10-830-R1 JACK-NUT-M8","B591-10-830-R1","4","","21-09-2021","SACHIN","Chandru","2021-09-21"
"B591","07-320-00-SENSOR BRKT-5","B591-07-320-00","2","","16-09-2021","SACHIN","Chandru","2021-09-16"
"B591","10-190-00-CLAMPING RING-12x15","B591-10-190-00","75","","13-09-2021","SACHIN","Chandru","2021-09-13"
"B591","24-040-00-TOP CYL MTG L PLATE","B591-24-040-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","10-1020-00 -SLEEVE GUIDE STRIP-LH","B591-10-1020-00","2","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","10-730-R1-JIG PLATE-2","B591-10-730-R1","4","","13-11-2021","SACHIN","Chandru","2021-11-13"
"B591","03-530-00-GUIDE RUBBER-ROLLER","B591-03-530-00","50","","04-09-2021","SACHIN","Chandru","2021-09-04"
"B591","10-730-R2-JIG PLATE-2","B591-10-730-R2","4","","29-11-2021","SACHIN","Chandru","2021-11-29"
"B591","05-350-R1-S-GUIDE-4.5MM AND 2.5MM_GAP_BACK","B591-05-350-R1","1","","05-03-2022","SACHIN","Chandru","2022-03-05"
"B591","07-150-00 GUIDE RUBBER ROLLER CLAMP","B591-07-150-00","26","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","10-030-00-PILLAR FIXING PLATE-A-SDLH","B591-10-030-00","4","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","20-004-R1 FEED RUBBER ROLLER","B591-20-004-R1","15","","16-09-2021","SACHIN","Chandru","2021-09-16"
"B591","24-010-00-PICK &  PLACE CYL FRAME","B591-24-010-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","07-360-00-EXIT CONVEYOR LEG","B591-07-360-00","4","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","10-990-00-PINCH RUBBER ROLLER TYPE2","B591-10-990-00","8","","27-10-2021","SACHIN","Chandru","2021-10-27"
"B591","07-170-R2-LEAF SPRING","B591-07-170-R2","10","","26-10-2021","SACHIN","Chandru","2021-10-26"
"B591","01-920-00-RAISER BLOCK","B591-01-920-00","4","","17-09-2021","SACHIN","Chandru","2021-09-17"
"B591","10-750-00-CYL TOP SPACER","B591-10-750-00","6","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","07-460-00-GUARDING TOP LH-2nd","B591-07-460-00","2","","15-12-2021","SACHIN","Chandru","2021-12-15"
"B591","10-1100-00-CONV AND BTM PUNCH FRAME CONNECTING PAD-3","B591-10-1100-00","10","","06-12-2021","SACHIN","Chandru","2021-12-06"
"B591","07-050-00-POLY-V-PK6-PULLEY EXIT CONV","B591-07-050-00","12","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","24-170-R1-PART PRESENT SENSOR BRKT-3","B591-24-170-R1","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","05-360-00-SEALING WHEEL-WIRECUT-75-DEG-100T-SLEEVER","B591-05-360-00","10","","20-01-2022","Amar","PPRAJ","2022-01-20"
"B591","10-300-00- BEARING HOUSING SEALING (DRIVE)-COM-VER5","B591-10-300-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","24-160-R2-SENSOR FIXING BRKT-2","B591-24-160-R2","2","","28-04-2022","Amar","PPRAJ","2022-04-28"
"B591","24-140-00-PICK & PLACE CYL FRAME PAD","B591-24-140-00","1","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","05-800-00-ULTRASONIC GUN BOTTOM FLANGE","B591-05-800-00","1","","14-12-2021","SACHIN","Chandru","2021-12-14"
"B591","05-530-00-SEALING ASSY LIFTER CYL COUPLER","B591-05-530-00","3","","08-09-2021","SACHIN","Chandru","2021-09-08"
"B591","10-870-00-PUNCH-RACK-1.5P_1.5DP_55W_TYPE3","B591-10-870-00","4","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","17-040-00-ELECTRIC JUCNTION BOX FIXING FLAT-2","B591-17-040-00","2","","06-12-2021","SACHIN","Chandru","2021-12-06"
"B591","05-660-00-V GROOVE WHEEL ADJ KEY","B591-05-660-00","1","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","10-970-00-PUNCH-RACK-1.5P_1.5DP_55W_3MM THICK","B591-10-970-00","4","","08-10-2021","SACHIN","Chandru","2021-10-08"
"B591","05-610-R1-SEALING GUIDE WHEEL PIN","B591-05-610-R1","2","","17-11-2021","SACHIN","Chandru","2021-11-17"
"B591","10-270-00-SIDE PLATE-FAR SIDE SUPPORT-VER5","B591-10-270-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","24-110-00-LM GUIDE ROD","B591-24-110-00","8","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","05-440-00-CLEANING WHEEL MTG BLOCK-2","B591-05-440-00","1","","16-11-2021","SACHIN","Chandru","2021-11-16"
"B591","24-150-00-SENSOR FIXING BRKT-1","B591-24-150-00","4","","04-10-2021","SACHIN","Chandru","2021-10-04"
"B591","20-050-00-FEED ROLLER ROTATING NUT","B591-20-050-00","1","","28-09-2021","SACHIN","Chandru","2021-09-28"
"B591","07-090-R1-EXIT CONVEYOR DRIVE SHAFT","B591-07-090-R1","4","","23-09-2021","SACHIN","Chandru","2021-09-23"
"B591","05-500-00-TOGGLE CLAMP MTG  PLATE","B591-05-500-00","1","","08-09-2021","SACHIN","Chandru","2021-09-08"
"B591","10-830-00 JACK-NUT-M8","B591-10-830-00","2","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","03-064-00-SHAFT-S-WHEEL","B591-03-064-00","10","","16-12-2021","SACHIN","Chandru","2021-12-16"
"B591","05-720-R1-SLEEVE HOLDING WHEEL SPACER-2","B591-05-720-R1","4","","08-12-2021","SACHIN","Chandru","2021-12-08"
"B591","05-630-00-SLEEVE GUIDE TOP ASSY MTG BRKT","B591-05-630-00","1","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","10-940-PUNCH HOLDER PLATE-100MM","B591-10-940-00","4","","06-10-2021","SACHIN","Chandru","2021-10-06"
"B591","B591-03-310-00-S-GUIDE BACK-4_0 GAP","B591-03-310-00","1","","27-08-2021","SACHIN","Chandru","2021-08-27"
"B591","07-260-00-TENSIONER BRG OUTER SPACER","B591-07-260-00","2","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","10-240-00-TIMER PULLEY-3M-26T-VER5","B591-10-240-00","4","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","24-080-00-BOTTOM CYL SIDE PLATE-RH","B591-24-080-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","10-1060-00 -SLEEVE GUIDE STRIP-RH","B591-10-1060-00","2","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","05-380-R1-SEALING WHEEL-WIRECUT-75-DEG-100T","B591-05-380-R1","2","","19-10-2021","SACHIN","Chandru","2021-10-19"
"B591","05-050-S2 WEAR PLATE-MAG INLET-S2-v1","SPB0581-05-050-S2","1","","08-03-2022","SACHIN","Chandru","2022-03-08"
"B591","10-790-00 WASHER-Ø5x3","B591-10-790-00","4","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","10-910-00-INDEX MOTOR DRIVE SHAFT-SERVO-2nd","B591-10-910-00","4","","16-12-2021","SACHIN","Chandru","2021-12-16"
"B591","05-110-R1-BOOSTER MTG PLATE-VER5","B591-05-110-R1","1","","08-12-2021","SACHIN","Chandru","2021-12-08"
"B591","05-600-00-V GROOVE BOTTOM WHEEL","B591-05-600-00","1","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","05-380-R2-SEALING WHEEL-WIRECUT-75-DEG-100T","B591-05-380-R2","4","","28-10-2021","SACHIN","Chandru","2021-10-28"
"B591","25-010-00-PNEUMATIC PANEL","B591-25-010-00","1","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","07-330-00-SENSOR BRKT-6","B591-07-330-00","2","","16-09-2021","SACHIN","Chandru","2021-09-16"
"B591","24-050-00-TOP CYL MTG PAD","B591-24-050-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","10-1030-00-TOP BASE PLATE-2","B591-10-1030-00","2","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","10-760-00-SENSOR MTG BRKT","B591-10-760-00","2","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","07-230-00-TENSIONER SPROCKET","B591-07-230-00","2","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","10-160-00-BASE PLATE LEADING ROLLER UNIT-VER5","B591-10-160-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","07-220-00-TENSIONER PIN","B591-07-220-00","8","","21-09-2021","SACHIN","Chandru","2021-09-21"
"B591","24-020-00-SIDE PLATE-LH","B591-24-020-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","10-170-00-SIDE PLATE-LEADING ROLLER SUPPORT-VER5","B591-10-170-00","4","","27-11-2021","SACHIN","Chandru","2021-11-27"
"B591","10-1000-00-BOTTOM PUNCH FRAME-2","B591-10-1000-00","2","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","07-470-00-SS SIDE GUIDE STRIP-2nd","B591-07-470-00","4","","15-12-2021","SACHIN","Chandru","2021-12-15"
"B591","10-930-00-BOOSTER SPACER","B591-10-930-00","4","","20-09-2021","SACHIN","Chandru","2021-09-20"
"B591","07-120-00-SHAFT PE &GM","B591-07-120-00","10","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","05-560-00-STRIP MTG GUIDE ROD","B591-05-560-00","4","","08-10-2021","SACHIN","Chandru","2021-10-08"
"B591","10-320-00- SPACER SEALING DRIVE HOUSING-VER5","B591-10-320-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","24-170-R2-PART PRESENT SENSOR BRKT-3","B591-24-170-R2","2","","28-04-2022","Amar","PPRAJ","2022-04-28"
"B591","05-340-00-S-GUIDE-4.5MM AND 3.5MM_GAP FRONT","B591-05-340-00","1","","21-10-2021","SACHIN","Chandru","2021-10-21"
"B591","07-040-00-EXIT CONVEYOR DRIVEN SHAFT","B591-07-040-00","4","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","05-810-00-ULTRASONIC GUN TOP FLANGE","B591-05-810-00","1","","14-12-2021","SACHIN","Chandru","2021-12-14"
"B591","10-1070-00-TOP BASE PLATE-RH","B591-10-1070-00","2","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","10-880-00-PUNCH-RACK-1.5P_1.5DP_30W_TYPE3","B591-10-880-00","8","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","07-450-00-TRAY STAND","B591-07-450-00","1","","06-12-2021","SACHIN","Chandru","2021-12-06"
"B591","10-510-00-PART PRESENT SENSOR BRKT","B591-10-510-00","4","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","05-540-00-TOGGLE CLAMP SENSOR BRKT-1","B591-05-540-00","2","","08-10-2021","SACHIN","Chandru","2021-10-08"
"B591","05-710-00-SLEEVE HOLDING WHEEL SPACER-1","B591-05-710-00","4","","17-11-2021","SACHIN","Chandru","2021-11-17"
"B591","10-280-00-PINCH RUBBER ROLLER DRIVE SHAFT-VER5","B591-10-280-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","10-760-R1-SENSOR MTG BRKT-2nd","B591-10-760-R1","4","","28-04-2022","Amar","PPRAJ","2022-04-28"
"B591","24-120-00-CYL SPACER","B591-24-120-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","24-160-00-SENSOR FIXING BRKT-2","B591-24-160-00","2","","04-10-2021","SACHIN","Chandru","2021-10-04"
"B591","05-510-00-SEALING ASSY LIFTER CYL BRKT","B591-05-510-00","2","","08-09-2021","SACHIN","Chandru","2021-09-08"
"B591","10-840-00-PUNCH-RACK-1.5P_1.5DP_65 W_TYPE-1","B591-10-840-00","4","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","05-730-00-S-WHEEL-BOT-HSG","B591-05-730-00","1","","08-12-2021","SACHIN","Chandru","2021-12-08"
"B591","05-640-00-PRESSING WHEEL TOP PLATE","B591-05-640-00","1","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","10-950-PUNCH HOLDER PLATE-163MM","B591-10-950-00","4","","06-10-2021","SACHIN","Chandru","2021-10-06"
"B591","01-900-00-CUTTING HEAD INLET GUARD-FEMALE","B591-01-900-00","2","","03-09-2021","SACHIN","Chandru","2021-09-03"
"B591","05-730-R1-S-WHEEL-BOT-HSG","B591-05-730-R1","1","","14-01-2022","Amar","PPRAJ","2022-01-14"
"B591","B591-03-320-00-S-GUIDE FRONT-4_5 GAP","B591-03-320-00","1","","27-08-2021","SACHIN","Chandru","2021-08-27"
"B591","07-270-00-GB MTG PLATE","B591-07-270-00","2","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","10-250-00-BASE PLATE MOT DRIVE UNIT-VER5","B591-10-250-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","24-090-00-BOTTOM CYL RUNNER BLOCK","B591-24-090-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","05-420-00-CLEANING WHEEL PLATE","B591-05-420-00","1","","16-11-2021","SACHIN","Chandru","2021-11-16"
"B591","05-060-S2 WEAR PLATE-MAG EXIT-S2-v1","SPB0581-05-060-S2","1","","08-03-2022","SACHIN","Chandru","2022-03-08"
"B591","10-800-00 WASHER-Ø6x3","B591-10-800-00","8","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","05-590-R1-PRESSING WHEEL MTG BRKT","B591-05-590-R1","1","","08-12-2021","SACHIN","Chandru","2021-12-08"
"B591","05-610-00-SEALING GUIDE WHEEL PIN","B591-05-610-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","20-040-00-PLATE FOLDING ASSY WASHER","B591-20-040-00","10","","27-08-2021","SACHIN","Chandru","2021-08-27"
"B591","07-240-00-TENSIONER LOCK WASHER","B591-07-240-00","2","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","10-220-00-ADJ CLAMP-12DIA-VER5","B591-10-220-00","8","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","07-340-00-SENSOR FIXING BRACKET-3","B591-07-340-00","2","","16-09-2021","SACHIN","Chandru","2021-09-16"
"B591","24-060-00-TOP CYL RUNNER BLOCK PLATE","B591-24-060-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","10-1040-00-TOP BASE PLATAE FIXING PILLAR","B591-10-1040-00","4","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","10-770-00-SENSOR FIXING BRKT","B591-10-770-00","2","","24-08-2021","SACHIN","Chandru","2021-08-24"
"B591","05-580-00-PRESSING WHEEL MTG PLATE","B591-05-580-00","1","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B591","05-570-00-GUIDE STRIP MTG CLAMP","B591-05-570-00","10","","08-10-2021","SACHIN","Chandru","2021-10-08"
"B591","10-770-R1-SENSOR FIXING BRKT","B591-10-770-R1","4","","21-09-2021","SACHIN","Chandru","2021-09-21"
"B591","07-310-00-SENSOR BRKT-4","B591-07-310-00","4","","16-09-2021","SACHIN","Chandru","2021-09-16"
"B591","24-030-00-SIDE PLATE-RH","B591-24-030-00","2","","20-08-2021","SACHIN","Chandru","2021-08-20"
"B591","10-1010-00-SLEEVE GUIDE STRIP MTG BRKT","B591-10-1010-00","8","","18-11-2021","SACHIN","Chandru","2021-11-18"
"B591","05-370-00-SEALING WHEEL-WIRECUT-75-DEG-100T-SLEEVER","B591-05-370-00","37","","05-11-2021","SACHIN","Chandru","2021-11-05"
"B591","10-920-00-BOTTOM PUNCH FRAME SHEET","B591-10-920-00","2","","17-09-2021","SACHIN","Chandru","2021-09-17"
"B591","07-480-00-GUARDING TOP RH-2nd","B591-07-480-00","2","","15-12-2021","SACHIN","Chandru","2021-12-15"
"B591","05-340-R1-S-GUIDE-4.5MM AND 2.5MM_GAP FRONT","B591-05-340-R1","1","","05-03-2022","SACHIN","Chandru","2022-03-05"
"B591","07-130-00-GM ROLLER","B591-07-130-00","10","","10-11-2021","SACHIN","Chandru","2021-11-10"
"B591","10-020-00-INDEXING MOT MTG PLATE","B591-10-020-00","2","","03-11-2021","SACHIN","Chandru","2021-11-03"
"B592","02-191-00-SPACER SLI & MC - COM","B592-02-191-00","32","","12-11-2021","SACHIN","Chandru","2021-11-12"
"B592","01-084-R2 - SHAFT DANCING UNIT","B592-01-084-R2","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-054-00 - SPACER FOR CUTTER MANDREL","B592-01-054-00","2","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","12-060-00 DRIVEN PULLEY","B592-12-060-00","4","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-008-00 - SPACER FOR FEED DRIVE ROLLER","B592-01-008-00","2","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-149-00-IM FLANGE-APEX-PEII70-MOT80 FRAME","B592-01-149-00","4","","07-10-2021","SACHIN","Chandru","2021-10-07"
"B592","09-480-R1 - GM BACK PLATE","B592-09-480-R1","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","02-860-00 SPACER RING-CAM BRG","B592-02-860-00","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","02-080-00 CRANK","B592-02-080-00","2","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-073-00 - KNOB","B592-01-073-00","4","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","12-230-00 PAD-DRIVEN SHAFT ASSY","B592-12-230-00","2","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-015-00 LOCK WASHER-GYMBAL NUT","B592-01-015-00","2","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","09-490-00 - PE-REMOVABLE DISC-PC","B592-09-490-00","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","09-070-R1 - BUSH BACK PLATE","B592-09-070-R1","2","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-960-00-ENV HD SPACERS","B592-01-960-00","16","","30-10-2021","SACHIN","Chandru","2021-10-30"
"B592","01-980-00- SWING ARM DANCING UNIT 75 PITCH","B592-01-980-00","8","","07-12-2021","SACHIN","Chandru","2021-12-07"
"B592","02-185-R1-SPACER LM HOUSING","B592-02-185-R1","4","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-083-R1 SWING ARM DANCING UNIT","B592-01-083-R1","8","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","12-390-00-TENSIONER MTG PIECE","B592-12-390-00","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-030-R2 GIMBAL-NUT","B592-01-030-R2","2","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","12-030-00 EXIT CONVEYOR FRAME","B592-12-030-00","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","09-080-R1 - BACK PLATE","B592-09-080-R1","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B592","01-970-00-ENV HD SPACERS 2","B592-01-970-00","8","","30-10-2021","SACHIN","Chandru","2021-10-30"
"B592","01-990-00- SWING ARM DANCING UNIT 72 PITCH","B592-01-990-00","6","","07-12-2021","SACHIN","Chandru","2021-12-07"
"B592","02-195-00-BEARING HSG SPACER","B592-02-195-00","1","","29-10-2021","SACHIN","Chandru","2021-10-29"
"B593","12-030-R1 FRAME-EXIT CONVEYOR-ESTMN","B593-12-030-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-090-R2 - CRANK-ESTMN","B593-02-090-R2","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","13-020-00-MAIN FRAME GUARD - RIGHT","B593-13-020-00","1","","24-05-2022","SACHIN","PPRAJ","2022-05-24"
"B593","CSPB003-03-36C-00 -SEALING DRIVE SHAFT-SLI","CSPB003-03-36C-00","5","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-864-00-IT BRKT HEIGHT ADJ PLATE-ESTMN","B593-02-864-00","10","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1150-R1-SHUTTLE BLADE-3","B593-02-1150-R1","1","","29-06-2022","SACHIN","PPRAJ","2022-06-29"
"B593","02-1250-00-SHUTTLE PLATE-5","B593-02-1250-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","01-910-R1-DANCING ROLLER PE GUIDE STRIP-128-ESTMN","B593-01-910-R1","10","","15-04-2022","SACHIN","PPRAJ","2022-04-15"
"B593","08-680-R1 LONG SUPPORT BAR-RH-COM-ESTMN","B593-08-680-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-035C-R3 - CUTTER SHAFT-SLI-ESTMN","B593-01-035C-R3","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","03-780-SEALING RUBBER ROLLER TOP-ESTMN","B593-03-780-00","2","","14-07-2022","SACHIN","PPRAJ","2022-07-14"
"B593","CSPB003-01-017-00 - FEED ROLLER RUBBER ROLLER (DRIVEN)","CSPB003-01-017-00","20","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-840-R1 LOCK BLOCK-SLIDER-ESTMN","B593-02-840-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1220-00-SHUTTLE PLATE-2","B593-02-1220-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","08-130-R1 LONG SUPPORT BAR-LH-COM-ESTMN","B593-08-130-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-016-R2 - FEED ROLLER SHAFT RUBBER ROLLER (DRIVEN)-ESTMN","B593-01-016-R2","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-310-00-GUIDE PLATE-FAR SIDE-PC6-ESTMN","B593-10-310-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-010-00 - BASE PLATE SHUTTLE-CRANK-ESTMN","B593-02-010-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-030-00-Roller for Enveloping machine_Type 1","SPB0578-01-030-00","6","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-255-00-LM HOUSING ADD SUPPORT BAR-ESTMN","B593-02-255-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1190-00-SHUTTLE BLADE-7","B593-02-1190-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","04-010-00 TENSIONER ROLLER-ESTMN","B593-04-010-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-002-R5 SIDE PLATE ENCODER SIDE-SLI-ESTMN","B593-01-002-R5","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-280-00-GUIDE PLATE-FAR SIDE-PC3-ESTMN","B593-10-280-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-820-00 SLITTING BLADE-ESTMN","B593-01-820-00","10","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1130-R1-SHUTTLE BLADE-1","B593-02-1130-R1","1","","16-07-2022","SACHIN","PPRAJ","2022-07-16"
"B593","02-1090-00 BEARING HOUSING-ESTMN","B593-02-1090-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-190-00 SLIDER PLATE-ESTMN","B593-02-190-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1160-00-SHUTTLE BLADE-4","B593-02-1160-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","01-028-00 - HANDLE HUB-ESTMN","B593-01-028-00","3","","18-02-2022","SACHIN","Chandru","2022-02-18"
"B593","03-080-R1 - SEALING SHAFT DRIVEN-ESTMN","B593-03-080-R1","6","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","03-090-SEALING RUBBER ROLLER TOP-ESTMN","B593-03-090-00","4","","08-02-2022","SACHIN","Chandru","2022-02-08"
"B593","10-040-R1-SS-GUIDE PLATE-FAR SIDE-ESTMN","B593-10-040-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-087-00 - ROLL CLAMP DANCING ASSEMBLY-ESTMN","B593-01-087-00","10","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","12-250-R1 DUMMY ROLLER-EXIT CONV-ESTMN","B593-12-250-R1","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1080-00-SENSOR QUADRANT FOR CYL-ESTMN","B593-02-1080-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-1010-00-LM ROD FIXING PLATE","B593-01-1010-00","1","","12-07-2022","SACHIN","PPRAJ","2022-07-12"
"B593","01-960-00-SEALING EXIT PE GUIDE","B593-01-960-00","1","","02-07-2022","SACHIN","PPRAJ","2022-07-04"
"B593","02-1130-00-SHUTTLE BLADE-1","B593-02-1130-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","03-016-00 - FEED ROLLER SHAFT RUBBER ROLLER (DRIVEN)-ESTMN","B593-03-016-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1320-00-SHUTTLE PLATE-9","B593-02-1320-00","1","","30-06-2022","SACHIN","PPRAJ","2022-06-30"
"B593","09-220-00 - SHAFT PE &GM-ESTMN","B593-09-220-00","5","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-055-R2 SHAFT CUTTER SUPPORT-SLI-ESTMN","B593-01-055-R2","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-510-P2 SHUTTLE BLADE-P2-ESTMN","B593-02-510-00","1","","12-05-2022","Amar","PPRAJ","2022-05-12"
"B593","12-056-00-DUMMY ROLLER HOLDER-ESTMN","B593-12-056-00","6","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1050-00-PUSHER MTG PLATE-ESTMN","B593-02-1050-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","13-030-00-MAIN FRAME GUARD - FRONT","B593-13-030-00","2","","24-05-2022","SACHIN","PPRAJ","2022-05-24"
"B593","01-880-00 TARGET PLATE-CUT TO CREASE-SLI-ESTMN","B593-01-880-00","5","","12-04-2022","SACHIN","Chandru","2022-04-12"
"B593","CSPB003-07-140-00-GUIDE RUBBER ROLLER","CSPB003-07-140-00","20","","17-02-2022","SACHIN","Chandru","2022-02-17"
